,,weights,values,capacity,distribution
28,37,53,32,4552,normal
28,38,40,67,4552,normal
28,39,54,54,4552,normal
28,40,85,46,4552,normal
28,41,24,19,4552,normal
28,42,38,51,4552,normal
28,43,74,62,4552,normal
28,44,38,35,4552,normal
28,45,50,50,4552,normal
28,46,39,32,4552,normal
28,47,61,34,4552,normal
28,48,39,63,4552,normal
28,49,53,27,4552,normal
28,50,80,22,4552,normal
28,51,58,47,4552,normal
28,52,68,44,4552,normal
28,53,64,55,4552,normal
28,54,60,27,4552,normal
28,55,47,28,4552,normal
28,56,48,51,4552,normal
28,57,45,52,4552,normal
28,58,67,79,4552,normal
28,59,47,62,4552,normal
28,60,42,57,4552,normal
28,61,19,61,4552,normal
28,62,60,41,4552,normal
28,63,56,46,4552,normal
28,64,47,38,4552,normal
28,65,59,58,4552,normal
28,66,74,32,4552,normal
28,67,51,56,4552,normal
28,68,46,20,4552,normal
28,69,43,57,4552,normal
28,70,44,36,4552,normal
28,71,62,67,4552,normal
28,72,57,62,4552,normal
28,73,56,33,4552,normal
28,74,53,57,4552,normal
28,75,71,66,4552,normal
28,76,54,65,4552,normal
28,77,43,38,4552,normal
28,78,49,65,4552,normal
28,79,42,18,4552,normal
28,80,50,36,4552,normal
28,81,46,25,4552,normal
28,82,47,45,4552,normal
28,83,61,68,4552,normal
28,84,44,51,4552,normal
28,85,42,27,4552,normal
28,86,54,40,4552,normal
28,87,70,56,4552,normal
28,88,96,81,4552,normal
28,89,67,86,4552,normal
28,90,94,57,4552,normal
28,91,44,55,4552,normal
28,92,60,53,4552,normal
28,93,12,65,4552,normal
28,94,53,61,4552,normal
28,95,33,48,4552,normal
28,96,63,40,4552,normal
28,97,33,58,4552,normal
28,98,52,61,4552,normal
28,99,55,70,4552,normal
29,0,50,44,4581,normal
29,1,31,51,4581,normal
29,2,22,49,4581,normal
29,3,44,63,4581,normal
29,4,41,35,4581,normal
29,5,57,55,4581,normal
29,6,57,20,4581,normal
29,7,100,49,4581,normal
29,8,64,34,4581,normal
29,9,40,40,4581,normal
29,10,24,34,4581,normal
29,11,15,21,4581,normal
29,12,40,57,4581,normal
29,13,36,45,4581,normal
29,14,34,56,4581,normal
29,15,32,84,4581,normal
29,16,60,85,4581,normal
29,17,52,47,4581,normal
29,18,48,63,4581,normal
29,19,67,98,4581,normal
29,20,74,59,4581,normal
29,21,29,46,4581,normal
29,22,43,25,4581,normal
29,23,47,56,4581,normal
29,24,50,28,4581,normal
29,25,29,33,4581,normal
29,26,40,36,4581,normal
29,27,41,80,4581,normal
29,28,43,66,4581,normal
29,29,63,50,4581,normal
29,30,66,72,4581,normal
29,31,65,49,4581,normal
29,32,78,43,4581,normal
29,33,42,42,4581,normal
29,34,47,55,4581,normal
29,35,81,21,4581,normal
29,36,8,18,4581,normal
29,37,41,47,4581,normal
29,38,28,63,4581,normal
29,39,48,53,4581,normal
29,40,35,57,4581,normal
29,41,86,45,4581,normal
29,42,47,44,4581,normal
29,43,41,35,4581,normal
29,44,39,40,4581,normal
29,45,52,18,4581,normal
29,46,47,101,4581,normal
29,47,58,50,4581,normal
29,48,42,44,4581,normal
29,49,32,37,4581,normal
29,50,75,96,4581,normal
29,51,51,73,4581,normal
29,52,28,72,4581,normal
29,53,40,26,4581,normal
29,54,50,76,4581,normal
29,55,23,29,4581,normal
29,56,30,69,4581,normal
29,57,57,34,4581,normal
29,58,31,60,4581,normal
29,59,0,52,4581,normal
29,60,39,68,4581,normal
29,61,64,39,4581,normal
29,62,21,62,4581,normal
29,63,23,61,4581,normal
29,64,38,55,4581,normal
29,65,23,57,4581,normal
29,66,34,75,4581,normal
29,67,52,61,4581,normal
29,68,71,36,4581,normal
29,69,46,50,4581,normal
29,70,8,61,4581,normal
29,71,36,56,4581,normal
29,72,34,50,4581,normal
29,73,25,27,4581,normal
29,74,56,32,4581,normal
29,75,56,57,4581,normal
29,76,29,59,4581,normal
29,77,59,58,4581,normal
29,78,27,17,4581,normal
29,79,35,12,4581,normal
29,80,29,58,4581,normal
29,81,50,75,4581,normal
29,82,30,47,4581,normal
29,83,62,80,4581,normal
29,84,44,86,4581,normal
29,85,84,24,4581,normal
29,86,68,34,4581,normal
29,87,57,54,4581,normal
29,88,54,54,4581,normal
29,89,59,73,4581,normal
29,90,44,14,4581,normal
29,91,35,63,4581,normal
29,92,41,50,4581,normal
29,93,84,60,4581,normal
29,94,38,48,4581,normal
29,95,64,29,4581,normal
29,96,35,30,4581,normal
29,97,36,69,4581,normal
29,98,46,16,4581,normal
29,99,17,60,4581,normal
30,0,22,65,4284,exponential
30,1,8,22,4284,exponential
30,2,73,43,4284,exponential
30,3,52,43,4284,exponential
30,4,69,69,4284,exponential
30,5,18,37,4284,exponential
30,6,1,4,4284,exponential
30,7,89,4,4284,exponential
30,8,14,16,4284,exponential
30,9,87,35,4284,exponential
30,10,0,25,4284,exponential
30,11,25,5,4284,exponential
30,12,28,35,4284,exponential
30,13,23,12,4284,exponential
30,14,4,29,4284,exponential
30,15,84,48,4284,exponential
30,16,59,44,4284,exponential
30,17,3,19,4284,exponential
30,18,15,4,4284,exponential
30,19,21,40,4284,exponential
30,20,35,86,4284,exponential
30,21,43,12,4284,exponential
30,22,6,7,4284,exponential
30,23,4,1,4284,exponential
30,24,8,37,4284,exponential
30,25,25,15,4284,exponential
30,26,3,110,4284,exponential
30,27,0,0,4284,exponential
30,28,33,119,4284,exponential
30,29,22,6,4284,exponential
30,30,45,0,4284,exponential
30,31,4,10,4284,exponential
30,32,33,18,4284,exponential
30,33,6,114,4284,exponential
30,34,34,24,4284,exponential
30,35,17,13,4284,exponential
30,36,21,12,4284,exponential
30,37,19,25,4284,exponential
30,38,2,3,4284,exponential
30,39,38,16,4284,exponential
30,40,28,28,4284,exponential
30,41,76,50,4284,exponential
30,42,122,42,4284,exponential
30,43,4,88,4284,exponential
30,44,86,0,4284,exponential
30,45,7,27,4284,exponential
30,46,0,93,4284,exponential
30,47,24,7,4284,exponential
30,48,0,30,4284,exponential
30,49,58,35,4284,exponential
30,50,15,53,4284,exponential
30,51,23,25,4284,exponential
30,52,3,8,4284,exponential
30,53,36,24,4284,exponential
30,54,90,4,4284,exponential
30,55,6,4,4284,exponential
30,56,30,7,4284,exponential
30,57,17,88,4284,exponential
30,58,56,23,4284,exponential
30,59,30,11,4284,exponential
30,60,2,8,4284,exponential
30,61,31,272,4284,exponential
30,62,16,89,4284,exponential
30,63,8,10,4284,exponential
30,64,12,60,4284,exponential
30,65,6,88,4284,exponential
30,66,22,67,4284,exponential
30,67,2,5,4284,exponential
30,68,22,2,4284,exponential
30,69,71,26,4284,exponential
30,70,13,32,4284,exponential
30,71,0,21,4284,exponential
30,72,25,32,4284,exponential
30,73,57,36,4284,exponential
30,74,38,39,4284,exponential
30,75,6,128,4284,exponential
30,76,13,42,4284,exponential
30,77,11,11,4284,exponential
30,78,12,23,4284,exponential
30,79,11,52,4284,exponential
30,80,97,83,4284,exponential
30,81,49,8,4284,exponential
30,82,49,0,4284,exponential
30,83,17,12,4284,exponential
30,84,17,11,4284,exponential
30,85,57,39,4284,exponential
30,86,30,32,4284,exponential
30,87,31,6,4284,exponential
30,88,6,82,4284,exponential
30,89,11,21,4284,exponential
30,90,24,0,4284,exponential
30,91,6,10,4284,exponential
30,92,29,20,4284,exponential
30,93,12,14,4284,exponential
30,94,7,11,4284,exponential
30,95,11,40,4284,exponential
30,96,23,24,4284,exponential
30,97,7,45,4284,exponential
30,98,142,13,4284,exponential
30,99,8,39,4284,exponential
31,0,54,25,4356,normal
31,1,58,55,4356,normal
31,2,48,59,4356,normal
31,3,74,67,4356,normal
31,4,36,52,4356,normal
31,5,59,48,4356,normal
31,6,60,68,4356,normal
31,7,43,56,4356,normal
31,8,45,81,4356,normal
31,9,22,34,4356,normal
31,10,49,52,4356,normal
31,11,50,59,4356,normal
31,12,27,38,4356,normal
31,13,75,37,4356,normal
31,14,35,53,4356,normal
31,15,15,43,4356,normal
31,16,48,50,4356,normal
31,17,37,48,4356,normal
31,18,55,57,4356,normal
31,19,61,30,4356,normal
31,20,50,42,4356,normal
31,21,21,97,4356,normal
31,22,45,34,4356,normal
31,23,58,69,4356,normal
31,24,48,50,4356,normal
31,25,68,57,4356,normal
31,26,23,73,4356,normal
31,27,43,30,4356,normal
31,28,51,77,4356,normal
31,29,35,38,4356,normal
31,30,46,42,4356,normal
31,31,44,71,4356,normal
31,32,24,55,4356,normal
31,33,67,40,4356,normal
31,34,44,29,4356,normal
31,35,27,63,4356,normal
31,36,66,29,4356,normal
31,37,44,61,4356,normal
31,38,66,61,4356,normal
31,39,28,42,4356,normal
31,40,29,65,4356,normal
31,41,61,48,4356,normal
31,42,67,25,4356,normal
31,43,52,59,4356,normal
31,44,30,32,4356,normal
31,45,46,33,4356,normal
31,46,52,48,4356,normal
31,47,78,24,4356,normal
31,48,66,52,4356,normal
31,49,59,45,4356,normal
31,50,56,31,4356,normal
31,51,50,29,4356,normal
31,52,36,38,4356,normal
31,53,49,66,4356,normal
31,54,45,53,4356,normal
31,55,54,38,4356,normal
31,56,68,37,4356,normal
31,57,50,22,4356,normal
31,58,68,43,4356,normal
31,59,56,55,4356,normal
31,60,35,47,4356,normal
31,61,45,35,4356,normal
31,62,36,37,4356,normal
31,63,49,49,4356,normal
31,64,60,41,4356,normal
31,65,36,26,4356,normal
31,66,91,38,4356,normal
31,67,21,58,4356,normal
31,68,59,56,4356,normal
31,69,6,26,4356,normal
31,70,47,27,4356,normal
31,71,40,55,4356,normal
31,72,55,60,4356,normal
31,73,49,40,4356,normal
31,74,57,44,4356,normal
31,75,45,9,4356,normal
31,76,61,21,4356,normal
31,77,9,66,4356,normal
31,78,49,16,4356,normal
31,79,44,9,4356,normal
31,80,42,34,4356,normal
31,81,48,37,4356,normal
31,82,69,28,4356,normal
31,83,48,82,4356,normal
31,84,46,30,4356,normal
31,85,72,43,4356,normal
31,86,58,49,4356,normal
31,87,55,52,4356,normal
31,88,1,58,4356,normal
31,89,27,64,4356,normal
31,90,70,42,4356,normal
31,91,72,37,4356,normal
31,92,79,16,4356,normal
31,93,59,58,4356,normal
31,94,54,10,4356,normal
31,95,40,54,4356,normal
31,96,35,56,4356,normal
31,97,41,59,4356,normal
31,98,60,25,4356,normal
31,99,60,32,4356,normal
32,0,43,79,4835,uniform
32,1,62,61,4835,uniform
32,2,91,53,4835,uniform
32,3,67,54,4835,uniform
32,4,97,29,4835,uniform
32,5,65,31,4835,uniform
32,6,77,79,4835,uniform
32,7,52,59,4835,uniform
32,8,38,32,4835,uniform
32,9,78,33,4835,uniform
32,10,61,16,4835,uniform
32,11,66,47,4835,uniform
32,12,1,73,4835,uniform
32,13,6,86,4835,uniform
32,14,41,34,4835,uniform
32,15,17,93,4835,uniform
32,16,85,90,4835,uniform
32,17,77,38,4835,uniform
32,18,28,54,4835,uniform
32,19,94,28,4835,uniform
32,20,23,77,4835,uniform
32,21,32,28,4835,uniform
32,22,11,82,4835,uniform
32,23,10,21,4835,uniform
32,24,42,43,4835,uniform
32,25,41,53,4835,uniform
32,26,42,11,4835,uniform
32,27,19,21,4835,uniform
32,28,9,91,4835,uniform
32,29,42,71,4835,uniform
32,30,58,9,4835,uniform
32,31,8,55,4835,uniform
32,32,93,92,4835,uniform
32,33,69,5,4835,uniform
32,34,27,28,4835,uniform
32,35,54,95,4835,uniform
32,36,43,28,4835,uniform
32,37,82,3,4835,uniform
32,38,8,23,4835,uniform
32,39,66,71,4835,uniform
32,40,19,66,4835,uniform
32,41,70,83,4835,uniform
32,42,6,74,4835,uniform
32,43,19,3,4835,uniform
32,44,82,32,4835,uniform
32,45,59,53,4835,uniform
32,46,22,32,4835,uniform
32,47,18,40,4835,uniform
32,48,36,26,4835,uniform
32,49,35,63,4835,uniform
32,50,89,90,4835,uniform
32,51,29,19,4835,uniform
32,52,72,85,4835,uniform
32,53,5,4,4835,uniform
32,54,70,56,4835,uniform
32,55,56,38,4835,uniform
32,56,62,18,4835,uniform
32,57,2,70,4835,uniform
32,58,52,75,4835,uniform
32,59,6,93,4835,uniform
32,60,82,32,4835,uniform
32,61,81,18,4835,uniform
32,62,34,72,4835,uniform
32,63,7,68,4835,uniform
32,64,67,27,4835,uniform
32,65,6,16,4835,uniform
32,66,87,8,4835,uniform
32,67,50,16,4835,uniform
32,68,27,29,4835,uniform
32,69,85,27,4835,uniform
32,70,70,55,4835,uniform
32,71,25,84,4835,uniform
32,72,8,25,4835,uniform
32,73,34,75,4835,uniform
32,74,73,77,4835,uniform
32,75,26,91,4835,uniform
32,76,67,79,4835,uniform
32,77,59,13,4835,uniform
32,78,11,33,4835,uniform
32,79,22,40,4835,uniform
32,80,82,84,4835,uniform
32,81,6,85,4835,uniform
32,82,75,15,4835,uniform
32,83,76,7,4835,uniform
32,84,6,87,4835,uniform
32,85,21,88,4835,uniform
32,86,2,87,4835,uniform
32,87,81,37,4835,uniform
32,88,6,22,4835,uniform
32,89,46,14,4835,uniform
32,90,37,61,4835,uniform
32,91,55,87,4835,uniform
32,92,35,93,4835,uniform
32,93,67,55,4835,uniform
32,94,47,34,4835,uniform
32,95,99,7,4835,uniform
32,96,18,13,4835,uniform
32,97,18,7,4835,uniform
32,98,38,74,4835,uniform
32,99,38,19,4835,uniform
33,0,7,8,4677,exponential
33,1,100,5,4677,exponential
33,2,3,2,4677,exponential
33,3,14,39,4677,exponential
33,4,51,65,4677,exponential
33,5,25,90,4677,exponential
33,6,43,21,4677,exponential
33,7,43,0,4677,exponential
33,8,126,25,4677,exponential
33,9,70,26,4677,exponential
33,10,53,29,4677,exponential
33,11,32,4,4677,exponential
33,12,17,13,4677,exponential
33,13,8,14,4677,exponential
33,14,11,11,4677,exponential
33,15,1,27,4677,exponential
33,16,25,27,4677,exponential
33,17,38,4,4677,exponential
33,18,28,24,4677,exponential
33,19,14,27,4677,exponential
33,20,57,0,4677,exponential
33,21,99,18,4677,exponential
33,22,84,22,4677,exponential
33,23,3,52,4677,exponential
33,24,13,1,4677,exponential
33,25,6,88,4677,exponential
33,26,29,4,4677,exponential
33,27,41,0,4677,exponential
33,28,5,6,4677,exponential
33,29,62,10,4677,exponential
33,30,42,23,4677,exponential
33,31,26,30,4677,exponential
33,32,107,39,4677,exponential
33,33,84,63,4677,exponential
33,34,14,31,4677,exponential
33,35,60,1,4677,exponential
33,36,3,57,4677,exponential
33,37,4,26,4677,exponential
33,38,77,3,4677,exponential
33,39,3,49,4677,exponential
33,40,5,14,4677,exponential
33,41,82,18,4677,exponential
33,42,4,32,4677,exponential
33,43,109,48,4677,exponential
33,44,32,12,4677,exponential
33,45,10,39,4677,exponential
33,46,81,25,4677,exponential
33,47,16,35,4677,exponential
33,48,24,49,4677,exponential
33,49,42,49,4677,exponential
33,50,26,36,4677,exponential
33,51,4,52,4677,exponential
33,52,34,2,4677,exponential
33,53,42,3,4677,exponential
33,54,15,20,4677,exponential
33,55,29,76,4677,exponential
33,56,26,65,4677,exponential
33,57,11,21,4677,exponential
33,58,17,60,4677,exponential
33,59,100,17,4677,exponential
33,60,5,61,4677,exponential
33,61,14,25,4677,exponential
33,62,40,37,4677,exponential
33,63,14,60,4677,exponential
33,64,1,56,4677,exponential
33,65,14,118,4677,exponential
33,66,5,55,4677,exponential
33,67,19,59,4677,exponential
33,68,3,6,4677,exponential
33,69,33,12,4677,exponential
33,70,26,80,4677,exponential
33,71,42,11,4677,exponential
33,72,9,13,4677,exponential
33,73,58,34,4677,exponential
33,74,18,7,4677,exponential
33,75,26,12,4677,exponential
33,76,6,29,4677,exponential
33,77,2,24,4677,exponential
33,78,107,45,4677,exponential
33,79,6,46,4677,exponential
33,80,5,10,4677,exponential
33,81,113,77,4677,exponential
33,82,27,1,4677,exponential
33,83,33,129,4677,exponential
33,84,14,20,4677,exponential
33,85,4,41,4677,exponential
33,86,93,10,4677,exponential
33,87,5,80,4677,exponential
33,88,80,54,4677,exponential
33,89,10,12,4677,exponential
33,90,89,9,4677,exponential
33,91,15,47,4677,exponential
33,92,48,22,4677,exponential
33,93,116,36,4677,exponential
33,94,43,42,4677,exponential
33,95,30,24,4677,exponential
33,96,5,129,4677,exponential
33,97,16,55,4677,exponential
33,98,5,4,4677,exponential
33,99,80,5,4677,exponential
34,0,67,62,3537,normal
34,1,29,60,3537,normal
34,2,48,33,3537,normal
34,3,29,56,3537,normal
34,4,71,97,3537,normal
34,5,20,32,3537,normal
34,6,41,73,3537,normal
34,7,81,58,3537,normal
34,8,37,13,3537,normal
34,9,50,21,3537,normal
34,10,74,26,3537,normal
34,11,46,51,3537,normal
34,12,38,47,3537,normal
34,13,55,83,3537,normal
34,14,29,27,3537,normal
34,15,44,25,3537,normal
34,16,47,33,3537,normal
34,17,40,49,3537,normal
34,18,51,51,3537,normal
34,19,17,30,3537,normal
34,20,54,73,3537,normal
34,21,54,45,3537,normal
34,22,75,41,3537,normal
34,23,84,48,3537,normal
34,24,39,41,3537,normal
34,25,43,53,3537,normal
34,26,27,35,3537,normal
34,27,89,42,3537,normal
34,28,55,59,3537,normal
34,29,35,51,3537,normal
34,30,69,64,3537,normal
34,31,48,47,3537,normal
34,32,60,74,3537,normal
34,33,44,39,3537,normal
34,34,44,37,3537,normal
34,35,47,24,3537,normal
34,36,58,62,3537,normal
34,37,32,52,3537,normal
34,38,42,89,3537,normal
34,39,55,41,3537,normal
34,40,48,36,3537,normal
34,41,71,32,3537,normal
34,42,45,38,3537,normal
34,43,79,55,3537,normal
34,44,43,79,3537,normal
34,45,54,53,3537,normal
34,46,25,63,3537,normal
34,47,37,39,3537,normal
34,48,67,67,3537,normal
34,49,64,53,3537,normal
34,50,61,58,3537,normal
34,51,55,4,3537,normal
34,52,68,76,3537,normal
34,53,68,19,3537,normal
34,54,29,35,3537,normal
34,55,60,77,3537,normal
34,56,23,71,3537,normal
34,57,55,54,3537,normal
34,58,52,29,3537,normal
34,59,55,51,3537,normal
34,60,26,67,3537,normal
34,61,53,67,3537,normal
34,62,79,84,3537,normal
34,63,79,73,3537,normal
34,64,45,51,3537,normal
34,65,88,37,3537,normal
34,66,56,51,3537,normal
34,67,68,65,3537,normal
34,68,38,38,3537,normal
34,69,46,80,3537,normal
34,70,52,53,3537,normal
34,71,63,62,3537,normal
34,72,64,45,3537,normal
34,73,33,38,3537,normal
34,74,57,50,3537,normal
34,75,24,25,3537,normal
34,76,55,76,3537,normal
34,77,28,52,3537,normal
34,78,66,21,3537,normal
34,79,54,46,3537,normal
34,80,72,13,3537,normal
34,81,50,43,3537,normal
34,82,38,60,3537,normal
34,83,75,76,3537,normal
34,84,76,54,3537,normal
34,85,37,71,3537,normal
34,86,32,61,3537,normal
34,87,77,70,3537,normal
34,88,34,61,3537,normal
34,89,40,60,3537,normal
34,90,64,59,3537,normal
34,91,35,36,3537,normal
34,92,65,59,3537,normal
34,93,44,49,3537,normal
34,94,56,43,3537,normal
34,95,59,40,3537,normal
34,96,71,54,3537,normal
34,97,39,42,3537,normal
34,98,58,41,3537,normal
34,99,38,68,3537,normal
35,0,17,8,4050,exponential
35,1,9,31,4050,exponential
35,2,10,15,4050,exponential
35,3,9,28,4050,exponential
35,4,124,26,4050,exponential
35,5,87,11,4050,exponential
35,6,77,126,4050,exponential
35,7,101,41,4050,exponential
35,8,5,11,4050,exponential
35,9,6,10,4050,exponential
35,10,22,4,4050,exponential
35,11,59,60,4050,exponential
35,12,49,4,4050,exponential
35,13,41,40,4050,exponential
35,14,81,56,4050,exponential
35,15,23,67,4050,exponential
35,16,3,164,4050,exponential
35,17,133,36,4050,exponential
35,18,44,60,4050,exponential
35,19,29,36,4050,exponential
35,20,5,4,4050,exponential
35,21,0,24,4050,exponential
35,22,80,47,4050,exponential
35,23,84,4,4050,exponential
35,24,24,2,4050,exponential
35,25,22,70,4050,exponential
35,26,2,32,4050,exponential
35,27,19,11,4050,exponential
35,28,57,29,4050,exponential
35,29,10,11,4050,exponential
35,30,16,2,4050,exponential
35,31,19,51,4050,exponential
35,32,40,35,4050,exponential
35,33,2,4,4050,exponential
35,34,51,56,4050,exponential
35,35,17,61,4050,exponential
35,36,42,10,4050,exponential
35,37,82,58,4050,exponential
35,38,41,39,4050,exponential
35,39,2,14,4050,exponential
35,40,69,10,4050,exponential
35,41,9,251,4050,exponential
35,42,8,30,4050,exponential
35,43,133,4,4050,exponential
35,44,36,29,4050,exponential
35,45,15,28,4050,exponential
35,46,1,3,4050,exponential
35,47,11,20,4050,exponential
35,48,25,0,4050,exponential
35,49,43,26,4050,exponential
35,50,8,1,4050,exponential
35,51,53,10,4050,exponential
35,52,25,84,4050,exponential
35,53,12,16,4050,exponential
35,54,10,5,4050,exponential
35,55,47,9,4050,exponential
35,56,33,7,4050,exponential
35,57,34,17,4050,exponential
35,58,39,13,4050,exponential
35,59,13,42,4050,exponential
35,60,33,22,4050,exponential
35,61,3,11,4050,exponential
35,62,146,6,4050,exponential
35,63,11,0,4050,exponential
35,64,198,65,4050,exponential
35,65,1,66,4050,exponential
35,66,6,72,4050,exponential
35,67,27,6,4050,exponential
35,68,30,0,4050,exponential
35,69,6,47,4050,exponential
35,70,50,6,4050,exponential
35,71,35,26,4050,exponential
35,72,44,6,4050,exponential
35,73,18,37,4050,exponential
35,74,24,39,4050,exponential
35,75,50,17,4050,exponential
35,76,19,17,4050,exponential
35,77,27,11,4050,exponential
35,78,0,2,4050,exponential
35,79,14,11,4050,exponential
35,80,19,8,4050,exponential
35,81,6,21,4050,exponential
35,82,15,11,4050,exponential
35,83,77,7,4050,exponential
35,84,29,63,4050,exponential
35,85,57,4,4050,exponential
35,86,22,5,4050,exponential
35,87,46,43,4050,exponential
35,88,105,16,4050,exponential
35,89,123,54,4050,exponential
35,90,5,14,4050,exponential
35,91,47,27,4050,exponential
35,92,2,3,4050,exponential
35,93,58,35,4050,exponential
35,94,31,46,4050,exponential
35,95,34,12,4050,exponential
35,96,36,12,4050,exponential
35,97,59,71,4050,exponential
35,98,5,3,4050,exponential
35,99,48,51,4050,exponential
36,0,7,55,4532,exponential
36,1,15,21,4532,exponential
36,2,83,23,4532,exponential
36,3,13,63,4532,exponential
36,4,41,6,4532,exponential
36,5,10,16,4532,exponential
36,6,9,28,4532,exponential
36,7,26,74,4532,exponential
36,8,20,34,4532,exponential
36,9,24,59,4532,exponential
36,10,89,21,4532,exponential
36,11,85,35,4532,exponential
36,12,27,39,4532,exponential
36,13,9,15,4532,exponential
36,14,4,13,4532,exponential
36,15,5,39,4532,exponential
36,16,12,2,4532,exponential
36,17,6,2,4532,exponential
36,18,70,7,4532,exponential
36,19,24,17,4532,exponential
36,20,10,95,4532,exponential
36,21,48,72,4532,exponential
36,22,82,23,4532,exponential
36,23,103,1,4532,exponential
36,24,65,59,4532,exponential
36,25,120,17,4532,exponential
36,26,28,18,4532,exponential
36,27,15,148,4532,exponential
36,28,20,17,4532,exponential
36,29,39,41,4532,exponential
36,30,95,7,4532,exponential
36,31,116,13,4532,exponential
36,32,0,0,4532,exponential
36,33,48,0,4532,exponential
36,34,16,9,4532,exponential
36,35,11,3,4532,exponential
36,36,29,5,4532,exponential
36,37,5,0,4532,exponential
36,38,3,39,4532,exponential
36,39,14,29,4532,exponential
36,40,66,2,4532,exponential
36,41,104,37,4532,exponential
36,42,71,35,4532,exponential
36,43,14,62,4532,exponential
36,44,59,4,4532,exponential
36,45,5,16,4532,exponential
36,46,13,27,4532,exponential
36,47,104,60,4532,exponential
36,48,83,21,4532,exponential
36,49,14,3,4532,exponential
36,50,43,21,4532,exponential
36,51,55,50,4532,exponential
36,52,19,46,4532,exponential
36,53,29,53,4532,exponential
36,54,4,25,4532,exponential
36,55,9,33,4532,exponential
36,56,84,52,4532,exponential
36,57,11,43,4532,exponential
36,58,128,250,4532,exponential
36,59,27,19,4532,exponential
36,60,4,28,4532,exponential
36,61,11,21,4532,exponential
36,62,17,103,4532,exponential
36,63,20,49,4532,exponential
36,64,31,44,4532,exponential
36,65,10,2,4532,exponential
36,66,74,65,4532,exponential
36,67,63,19,4532,exponential
36,68,1,36,4532,exponential
36,69,11,9,4532,exponential
36,70,19,1,4532,exponential
36,71,9,54,4532,exponential
36,72,55,2,4532,exponential
36,73,47,12,4532,exponential
36,74,29,13,4532,exponential
36,75,78,80,4532,exponential
36,76,31,40,4532,exponential
36,77,21,3,4532,exponential
36,78,8,21,4532,exponential
36,79,13,9,4532,exponential
36,80,4,13,4532,exponential
36,81,35,0,4532,exponential
36,82,10,1,4532,exponential
36,83,12,30,4532,exponential
36,84,1,62,4532,exponential
36,85,38,49,4532,exponential
36,86,40,49,4532,exponential
36,87,89,40,4532,exponential
36,88,6,2,4532,exponential
36,89,130,52,4532,exponential
36,90,25,24,4532,exponential
36,91,1,19,4532,exponential
36,92,6,40,4532,exponential
36,93,14,33,4532,exponential
36,94,13,70,4532,exponential
36,95,13,39,4532,exponential
36,96,16,38,4532,exponential
36,97,9,14,4532,exponential
36,98,43,88,4532,exponential
36,99,23,27,4532,exponential
37,0,34,52,2644,exponential
37,1,5,31,2644,exponential
37,2,3,23,2644,exponential
37,3,11,13,2644,exponential
37,4,3,3,2644,exponential
37,5,23,41,2644,exponential
37,6,61,81,2644,exponential
37,7,16,32,2644,exponential
37,8,2,6,2644,exponential
37,9,5,11,2644,exponential
37,10,0,5,2644,exponential
37,11,14,30,2644,exponential
37,12,53,1,2644,exponential
37,13,24,7,2644,exponential
37,14,194,0,2644,exponential
37,15,44,32,2644,exponential
37,16,16,12,2644,exponential
37,17,28,5,2644,exponential
37,18,14,79,2644,exponential
37,19,21,5,2644,exponential
37,20,50,23,2644,exponential
37,21,65,32,2644,exponential
37,22,65,39,2644,exponential
37,23,86,33,2644,exponential
37,24,22,2,2644,exponential
37,25,33,15,2644,exponential
37,26,71,37,2644,exponential
37,27,27,7,2644,exponential
37,28,23,31,2644,exponential
37,29,47,24,2644,exponential
37,30,30,80,2644,exponential
37,31,122,92,2644,exponential
37,32,48,24,2644,exponential
37,33,133,7,2644,exponential
37,34,196,26,2644,exponential
37,35,6,28,2644,exponential
37,36,3,94,2644,exponential
37,37,2,44,2644,exponential
37,38,35,8,2644,exponential
37,39,14,49,2644,exponential
37,40,11,48,2644,exponential
37,41,59,75,2644,exponential
37,42,25,4,2644,exponential
37,43,1,17,2644,exponential
37,44,27,63,2644,exponential
37,45,114,58,2644,exponential
37,46,34,59,2644,exponential
37,47,6,11,2644,exponential
37,48,3,6,2644,exponential
37,49,94,20,2644,exponential
37,50,45,10,2644,exponential
37,51,4,161,2644,exponential
37,52,31,12,2644,exponential
37,53,189,11,2644,exponential
37,54,1,35,2644,exponential
37,55,58,24,2644,exponential
37,56,38,44,2644,exponential
37,57,14,24,2644,exponential
37,58,12,22,2644,exponential
37,59,8,18,2644,exponential
37,60,155,20,2644,exponential
37,61,30,15,2644,exponential
37,62,13,29,2644,exponential
37,63,15,8,2644,exponential
37,64,92,25,2644,exponential
37,65,0,79,2644,exponential
37,66,92,2,2644,exponential
37,67,3,24,2644,exponential
37,68,63,39,2644,exponential
37,69,3,10,2644,exponential
37,70,53,18,2644,exponential
37,71,110,13,2644,exponential
37,72,167,30,2644,exponential
37,73,68,19,2644,exponential
37,74,7,83,2644,exponential
37,75,76,46,2644,exponential
37,76,39,43,2644,exponential
37,77,1,19,2644,exponential
37,78,24,54,2644,exponential
37,79,26,15,2644,exponential
37,80,121,14,2644,exponential
37,81,107,45,2644,exponential
37,82,33,5,2644,exponential
37,83,36,70,2644,exponential
37,84,70,93,2644,exponential
37,85,21,8,2644,exponential
37,86,0,45,2644,exponential
37,87,71,116,2644,exponential
37,88,61,94,2644,exponential
37,89,29,3,2644,exponential
37,90,3,118,2644,exponential
37,91,45,93,2644,exponential
37,92,48,3,2644,exponential
